query_number,indexing_time_seconds,query_passed,answer_returned,model_name,is_reasoning_model,context_file,method_used,inference_time_ms,input_tokens,output_tokens,total_tokens,gpu_available,gpu_name,gpu_memory_used_mb,gpu_memory_total_mb,gpu_memory_percent,gpu_utilization_percent,ram_used_gb,ram_total_gb,ram_percent,timestamp
13,14.64,13. Who was Aisha's guide from the station to the manor?,"The context does not explicitly mention a guide from the station to the manor. Only Thomas is referenced in the corridor scene, but there is no explicit indication that he guided Aisha from the station. Thus, the information is insufficient. 

**Answer:** The context does not provide enough information to determine who Aisha's guide from the station to the manor was.",qwen3:1.7b,True,Unknown.pdf,vector,24664.18,1233,92,1325,True,NVIDIA GeForce RTX 3050 Laptop GPU,3246.0,4096.0,79.25,11.0,14.38,23.16,62.07,2026-03-18T14:47:54.253633
14,14.64,14. What color was the dress of the figure waiting on the platform?,"The context does not mention the color of the dress of the figure waiting on the platform. Therefore, the answer is that the information is insufficient.",qwen3:1.7b,True,Unknown.pdf,vector,11154.3,1230,38,1268,True,NVIDIA GeForce RTX 3050 Laptop GPU,3246.0,4096.0,79.25,12.0,14.39,23.16,62.15,2026-03-18T14:48:05.429123
15,14.64,15. What does the obsidian mirror represent in the chamber?,"The obsidian mirror represents the **Watcher's bridge**, a threshold where the creature (a dangerous, angrier entity) attempts to open a door that should remain closed. It symbolizes the Watcher's vigilance and the conflict between the Watcher and the creature, highlighting the struggle to prevent the creature from entering the realm. The mirror's destruction and the arrival of the Watcher and allies underscore the stakes of this confrontation.",qwen3:1.7b,True,Unknown.pdf,vector,14854.2,1211,112,1323,True,NVIDIA GeForce RTX 3050 Laptop GPU,3246.0,4096.0,79.25,11.0,14.42,23.16,62.28,2026-03-18T14:48:20.304875
16,14.64,16. What is the name of Captain Hari's drink in the village tavern?,The name of Captain Hari's drink in the village tavern is arrack.,qwen3:1.7b,True,Unknown.pdf,vector,4260.23,1227,16,1243,True,NVIDIA GeForce RTX 3050 Laptop GPU,3246.0,4096.0,79.25,11.0,14.45,23.16,62.41,2026-03-18T14:48:24.585735
17,14.64,17. What did Aisha's grandmother try to end?,Aisha's grandmother tried to end the cycle.,qwen3:1.7b,True,Unknown.pdf,vector,5196.09,1225,10,1235,True,NVIDIA GeForce RTX 3050 Laptop GPU,3246.0,4096.0,79.25,11.0,14.44,23.16,62.37,2026-03-18T14:48:29.804119
18,14.64,18. What was the price paid to The Watcher in the bargain?,"The price paid to The Watcher in the bargain was the bridges—specifically, human minds capable of perceiving The Watcher directly.",qwen3:1.7b,True,Unknown.pdf,vector,6826.27,1224,32,1256,True,NVIDIA GeForce RTX 3050 Laptop GPU,3246.0,4096.0,79.25,11.0,14.43,23.16,62.31,2026-03-18T14:48:36.651835
19,14.64,19. Where does Aisha work as a psychiatrist?,"The context does not mention Aisha's profession or workplace. It only refers to Dr. Meera Desai as a psychiatrist in the séance scene. Since there is no information about Aisha's job or location, the answer cannot be determined from the provided context.",qwen3:1.7b,True,Unknown.pdf,vector,9587.25,1164,63,1227,True,NVIDIA GeForce RTX 3050 Laptop GPU,3246.0,4096.0,79.25,11.0,14.43,23.16,62.29,2026-03-18T14:48:46.260672
20,14.64,20. How many parts/chapters are in the story structure?,"The context contains **three chapters**:  
1. **Chapter 13: Captain Hari's Secret**  
2. **Chapter 14: The Impossible Choice**  
3. **Chapter 15: The Hour Before Midnight**  

Answer: 3.",qwen3:1.7b,True,Unknown.pdf,vector,13711.84,1227,46,1273,True,NVIDIA GeForce RTX 3050 Laptop GPU,3246.0,4096.0,79.25,11.0,14.44,23.16,62.36,2026-03-18T14:48:59.994984
21,14.64,21. Describe what The Watcher actually is in the story.,"The Watcher is a supernatural guardian entity trapped by humans, tasked with protecting the boundary between realms. It is described as a ""figure in the mirror"" that was once confined but now seeks to break free, embodying a role as a protector and bridge between worlds. Its actions reflect its mission to prevent chaos by sealing threats, as seen in the story's climax where it allies with others to confront a menacing creature.",qwen3:1.7b,True,Unknown.pdf,vector,13900.82,1210,107,1317,True,NVIDIA GeForce RTX 3050 Laptop GPU,3246.0,4096.0,79.25,11.0,14.4,23.16,62.17,2026-03-18T14:49:13.921454
22,14.64,22. What warning did Aditi give Aisha on her first night?,"The context does not explicitly mention a specific warning from Aditi. However, the dialogue implies that Aditi is aware of the risks involved in her actions, particularly the metaphorical ""bridge"" and the consequences of choosing between paths. Since the exact warning is not directly stated, the answer is based on the implied consequences of her choices. 

**Answer:** The context does not explicitly state a specific warning from Aditi. It implies she is aware of the risks associated with her actions, but the exact warning is not provided.",qwen3:1.7b,True,Unknown.pdf,vector,37532.61,1228,136,1364,True,NVIDIA GeForce RTX 3050 Laptop GPU,3246.0,4096.0,79.25,11.0,14.36,23.16,61.99,2026-03-18T14:49:51.475578
23,14.64,23. What did Aisha find behind the hidden door in the east wing?,"Aisha found a staircase descending into darkness behind the hidden door, leading to a circular chamber with seven chairs and a stone altar bearing a black obsidian mirror.",qwen3:1.7b,True,Unknown.pdf,vector,9918.7,1235,42,1277,True,NVIDIA GeForce RTX 3050 Laptop GPU,3246.0,4096.0,79.25,14.0,14.41,23.16,62.2,2026-03-18T14:50:01.418619
24,14.64,24. How did Captain Hari describe what happened to the seven people in 1894?,"Captain Hari described the seven people in 1894 as vanishing into the chamber, specifically the seven chairs, and that they were ""translated"" rather than dying. He noted they were part of a centuries-old bargain where their lives served to keep The Watcher satisfied, with the seven people being ""translated"" into the between (the afterlife) instead of dying.",qwen3:1.7b,True,Unknown.pdf,vector,9579.86,1229,89,1318,True,NVIDIA GeForce RTX 3050 Laptop GPU,3246.0,4096.0,79.25,11.0,14.36,23.16,62.01,2026-03-18T14:50:11.023884
25,14.64,25. What was the photograph in Marcus's journal showing?,"The photograph showed Aisha's mother standing before Ravanhalli Manor, pregnant, with seven figures half-hidden by the mist behind her.",qwen3:1.7b,True,Unknown.pdf,vector,7321.76,1267,33,1300,True,NVIDIA GeForce RTX 3050 Laptop GPU,3246.0,4096.0,79.25,11.0,14.39,23.16,62.13,2026-03-18T14:50:18.367760
26,14.64,"26. What did Aisha's mother tell her about ""the between""?","Aisha's mother told her that she is ""in the between,"" existing in a state between being and not-being. This is explicitly stated in the dream scene: ""Not anymore, the voice replied. But still here. Still with you. Where are you? In the between.""",qwen3:1.7b,True,Unknown.pdf,vector,7192.82,1216,61,1277,True,NVIDIA GeForce RTX 3050 Laptop GPU,3246.0,4096.0,79.25,12.0,14.38,23.16,62.09,2026-03-18T14:50:25.585041
27,14.64,27. What did Aisha need to do to become the lock-keeper?,Aisha pressed the iron key into Aditi's palm to become the lock-keeper.,qwen3:1.7b,True,Unknown.pdf,vector,5388.15,1164,17,1181,True,NVIDIA GeForce RTX 3050 Laptop GPU,3246.0,4096.0,79.25,11.0,14.39,23.16,62.14,2026-03-18T14:50:30.996853
28,14.64,28. What warning was written inside Aisha's locket?,"The warning inside Aisha's locket is that the creature in the mirror is **angry and hungry**, as Sunita warned Aisha about its nature. The context does not specify the exact text inside the locket, only that it reveals this ominous warning.",qwen3:1.7b,True,Unknown.pdf,vector,14207.57,1209,60,1269,True,NVIDIA GeForce RTX 3050 Laptop GPU,3246.0,4096.0,79.25,13.0,14.4,23.16,62.18,2026-03-18T14:50:45.229938
29,14.64,29. How did The Watcher describe itself to Aisha?,"The context states that Meera mentions The Watcher could be controlled with the right approach, but it does not explicitly describe The Watcher's own nature. Thus, the exact description of The Watcher's self-identification is not provided in the context.",qwen3:1.7b,True,Unknown.pdf,vector,14691.38,1214,63,1277,True,NVIDIA GeForce RTX 3050 Laptop GPU,3246.0,4096.0,79.25,11.0,14.41,23.16,62.21,2026-03-18T14:50:59.946146
30,14.64,30. What did Meera Desai try to do with The Watcher?,"Meera Desai tried to control The Watcher, which was impossible, leading to its release.",qwen3:1.7b,True,Unknown.pdf,vector,5849.14,1245,21,1266,True,NVIDIA GeForce RTX 3050 Laptop GPU,3246.0,4096.0,79.25,11.0,14.4,23.16,62.18,2026-03-18T14:51:05.817738
31,14.64,31. What was written in the note Aditi gave Aisha?,"The context does not mention anything about Aditi giving a note. The provided text focuses on Aisha discovering Marcus's journal entries and the relationship between Aisha, her mother, and Marcus. There is no reference to Aditi or a note from Aditi. Thus, the question cannot be answered based on the given context.",qwen3:1.7b,True,Unknown.pdf,vector,12542.56,1214,78,1292,True,NVIDIA GeForce RTX 3050 Laptop GPU,3246.0,4096.0,79.25,14.0,14.41,23.16,62.22,2026-03-18T14:51:18.382425
32,14.64,32. What did Aisha find in her grandmother's journal about The Watcher?,"The context does not mention anything about Aisha finding specific entries in her grandmother's journal. It only references Marcus's journal, where Aisha discovers a photograph and a journal entry about the Ravanhallis and the ""final bridge."" There is no explicit information about her grandmother's journal. 

**Answer:** The context does not provide details about Aisha finding anything in her grandmother's journal regarding The Watcher. Only Marcus's journal is referenced, which discusses the Ravanhallis and the ""final bridge,"" but this is not linked to Aisha's grandmother's journal.",qwen3:1.7b,True,Unknown.pdf,vector,16714.16,1219,147,1366,True,NVIDIA GeForce RTX 3050 Laptop GPU,3246.0,4096.0,79.25,11.0,14.4,23.16,62.16,2026-03-18T14:51:35.121402
33,14.64,33. How long had Captain Hari been waiting for the mist to lift?,"The context does not mention anything about the mist or the duration Captain Hari waited for it to lift. Therefore, the answer cannot be determined from the provided information.",qwen3:1.7b,True,Unknown.pdf,vector,10664.9,1226,44,1270,True,NVIDIA GeForce RTX 3050 Laptop GPU,3246.0,4096.0,79.25,11.0,14.39,23.16,62.16,2026-03-18T14:51:45.811887
34,14.64,34. What did The Watcher want from humanity according to Sunita?,"The context does not explicitly state what The Watcher wanted from humanity. However, Meera's comment about controlling The Watcher suggests a desire for manipulation or subjugation, but this is inferred rather than directly stated. Since the provided text does not explicitly reveal The Watcher's intentions, the answer cannot be definitively determined from the given information.",qwen3:1.7b,True,Unknown.pdf,vector,23805.53,1218,95,1313,True,NVIDIA GeForce RTX 3050 Laptop GPU,3246.0,4096.0,79.25,11.0,14.52,23.16,62.71,2026-03-18T14:52:09.642303
35,14.64,35. What happened to Meera Desai after she tried to control The Watcher?,"Meera Desai attempted to control The Watcher, but the entity was released. After her attempt, she remained to protect the door and train others, as indicated in the context. The exact outcome is that the entity was no longer under her control, leaving her to fulfill her role as the lock-keeper.",qwen3:1.7b,True,Unknown.pdf,vector,12739.23,1250,73,1323,True,NVIDIA GeForce RTX 3050 Laptop GPU,3246.0,4096.0,79.25,12.0,14.74,23.16,63.63,2026-03-18T14:52:22.409583
36,14.64,36. What did Captain Hari carry with him when he emerged from the hidden passage?,"Captain Hari carried a journal, a silver bell, and a photograph of Sunita's mother when he emerged from the hidden passage.",qwen3:1.7b,True,Unknown.pdf,vector,5031.62,1234,30,1264,True,NVIDIA GeForce RTX 3050 Laptop GPU,3246.0,4096.0,79.25,14.0,14.7,23.16,63.48,2026-03-18T14:52:27.466621
37,14.64,37. What did Aisha see in the mirror when it opened like a door?,"The context does not explicitly mention what Aisha saw in the mirror when it opened like a door. However, it references a photograph of Sunita Sharma and Marcus in the hidden chamber, which could be interpreted as a symbolic representation of the mirror's contents. Since the specific detail about the mirror's contents is not explicitly stated in the provided text, the answer cannot be definitively determined from the given context. 

**Answer:** The context does not provide specific information about what Aisha saw in the mirror when it opened like a door.",qwen3:1.7b,True,Unknown.pdf,vector,19479.97,1218,140,1358,True,NVIDIA GeForce RTX 3050 Laptop GPU,3246.0,4096.0,79.25,11.0,14.7,23.16,63.49,2026-03-18T14:52:46.969415
38,14.64,38. How did the mist finally lift from Kodalipur?,"The context does not explicitly state how the mist finally lifted from Kodalipur. It only mentions the mist as a threat (“come before the mist of Kartik, or it will be too late”) and describes the arrival of Dr. Sharma at the village. The mist's lifting is not detailed in the provided text.",qwen3:1.7b,True,Unknown.pdf,vector,14873.15,1216,72,1288,True,NVIDIA GeForce RTX 3050 Laptop GPU,3246.0,4096.0,79.25,14.0,14.54,23.16,62.77,2026-03-18T14:53:01.865612
39,14.64,39. What was Sunita's relationship to the original seven who vanished?,"Sunita was one of the original seven Ravanhallis who vanished. She and Marcus were bound by blood and created Aisha, the final bridge, indicating her role in the family's lineage.",qwen3:1.7b,True,Unknown.pdf,vector,6868.62,1219,44,1263,True,NVIDIA GeForce RTX 3050 Laptop GPU,3246.0,4096.0,79.25,11.0,14.41,23.16,62.24,2026-03-18T14:53:08.759178
40,14.64,40. What lesson did Aisha learn at the end of the story?,"Aisha learned that she is part of a forbidden family lineage (Ravanhallis) bound by blood and love, and that her existence is tied to the final bridge created by her parents to prevent further conflict. The lesson revolves around her realization of her heritage and the ethical dilemma of her role in the family's tragic legacy.",qwen3:1.7b,True,Unknown.pdf,vector,14295.76,1216,82,1298,True,NVIDIA GeForce RTX 3050 Laptop GPU,3246.0,4096.0,79.25,11.0,14.38,23.16,62.11,2026-03-18T14:53:23.076621
41,14.64,41. Dr. Aisha Sharma was summoned to Kodalipur by her uncle Marcus.,"Yes, Dr. Aisha Sharma was summoned to Kodalipur by her uncle Marcus, as indicated by the letter he sent her three days ago. The context explicitly states that the letter from the ""dead man"" (her uncle Marcus) instructed her to come to Kodalipur, and she was later collected by someone sent to retrieve her.",qwen3:1.7b,True,Unknown.pdf,vector,8093.33,1221,76,1297,True,NVIDIA GeForce RTX 3050 Laptop GPU,3246.0,4096.0,79.25,11.0,14.36,23.16,62.02,2026-03-18T14:53:31.195184
42,14.64,42. The Seven vanished in the year 1894 from Kodalipur.,"The context does not mention the Seven or their disappearance in 1894. The provided text focuses on Dr. Aisha Sharma's return to Kodalipur and her encounter with a figure under an oil lamp, but there is no explicit reference to the Seven or their vanishing in 1894. Thus, the answer is based on insufficient information.",qwen3:1.7b,True,Unknown.pdf,vector,8624.83,1218,80,1298,True,NVIDIA GeForce RTX 3050 Laptop GPU,3246.0,4096.0,79.25,11.0,14.36,23.16,62.01,2026-03-18T14:53:39.842764
43,14.64,"43. Marcus was actually Aisha's father, not her uncle.","The context does not provide sufficient information to confirm whether Marcus was Aisha's father. It only mentions that Thomas left Aisha a box containing his research and that the photograph shows Aisha's mother, but does not explicitly state their familial relationship. Thus, the answer is that the context does not contain enough information to determine this.",qwen3:1.7b,True,Unknown.pdf,vector,10008.4,1267,91,1358,True,NVIDIA GeForce RTX 3050 Laptop GPU,3246.0,4096.0,79.25,11.0,14.36,23.16,62.0,2026-03-18T14:53:49.875761
44,14.64,44. Aditi Ravanhalli became the lock-keeper of the chamber.,"The context does not mention Aditi Ravanhalli becoming the lock-keeper of the chamber. It only refers to her as someone who knows what Aisha is seeking and leaves a note with ""THE WATCHER."" There is no explicit information about her role as a lock-keeper. 

Answer: The context does not provide enough information to confirm that Aditi Ravanhalli became the lock-keeper of the chamber.",qwen3:1.7b,True,Unknown.pdf,vector,9864.99,1234,96,1330,True,NVIDIA GeForce RTX 3050 Laptop GPU,3246.0,4096.0,79.25,14.0,14.36,23.16,62.0,2026-03-18T14:53:59.765390
45,14.64,45. The Watcher was described as a demon in the story.,"The context describes the Watcher as a supernatural, menacing entity (""something dark and twisted"") and refers to it as ""angry"" and ""hungry,"" which implies a demonic or supernatural nature. However, the context does **not** explicitly use the term ""demon."" While the Watcher's actions and traits suggest a demonic or supernatural presence, the term ""demon"" is not directly stated in the provided text. Thus, the answer is based on the context's implied descriptions rather than explicit terminology.",qwen3:1.7b,True,Unknown.pdf,vector,12957.61,1210,124,1334,True,NVIDIA GeForce RTX 3050 Laptop GPU,3246.0,4096.0,79.25,11.0,14.31,23.16,61.78,2026-03-18T14:54:12.748517
46,14.64,46. Meera Desai succeeded in controlling The Watcher.,"The context explicitly states that Meera ""tried to control something that couldn't be controlled"" and that the entity was ""released."" There is no evidence in the provided text that Meera succeeded in controlling The Watcher. Thus, the answer is: **No**, Meera did not succeed in controlling The Watcher.",qwen3:1.7b,True,Unknown.pdf,vector,7928.01,1245,75,1320,True,NVIDIA GeForce RTX 3050 Laptop GPU,3246.0,4096.0,79.25,11.0,14.37,23.16,62.03,2026-03-18T14:54:20.697432
47,14.64,47. Captain Hari Prakash was a survivor of the 1894 events.,"The context does not explicitly state whether Captain Hari Prakash survived the 1894 events. It only mentions his mother's involvement in the bargain and her translation, but does not confirm Hari's survival. Thus, the information is insufficient.",qwen3:1.7b,True,Unknown.pdf,vector,11116.71,1225,61,1286,True,NVIDIA GeForce RTX 3050 Laptop GPU,3246.0,4096.0,79.25,11.0,14.36,23.16,61.99,2026-03-18T14:54:31.839400
48,14.64,48. The obsidian mirror was located on a stone altar in the chamber.,"The context does not explicitly mention the obsidian mirror being located on a stone altar in the chamber. It only describes the mirror's presence in a chamber and its eventual destruction, but no specific details about an altar are provided. Thus, the information is insufficient to confirm the altar location.",qwen3:1.7b,True,Unknown.pdf,vector,9435.69,1213,77,1290,True,NVIDIA GeForce RTX 3050 Laptop GPU,3246.0,4096.0,79.25,11.0,14.37,23.16,62.07,2026-03-18T14:54:41.298429
49,14.64,"49. Aisha's mother Sunita was pregnant when she entered ""the between"".","The context does not mention Sunita being pregnant. It refers to her as ""the same woman"" in photographs with Marcus, implying a familial relationship, but does not specify pregnancy. Thus, the answer is that the context does not provide enough information to confirm whether Sunita was pregnant when she entered ""the between.""",qwen3:1.7b,True,Unknown.pdf,vector,9161.67,1219,81,1300,True,NVIDIA GeForce RTX 3050 Laptop GPU,3246.0,4096.0,79.25,11.0,14.43,23.16,62.31,2026-03-18T14:54:50.486308
50,14.64,50. The creature that escaped was older than The Watcher.,"The context does not provide information about the age comparison between the creature and The Watcher. Therefore, the answer is: **The context does not contain enough information to determine if the creature was older than The Watcher.**",qwen3:1.7b,True,Unknown.pdf,vector,8444.09,1231,59,1290,True,NVIDIA GeForce RTX 3050 Laptop GPU,3246.0,4096.0,79.25,11.0,14.38,23.16,62.11,2026-03-18T14:54:58.951203
51,14.64,51. Thomas Ravanhalli was the head of the Ravanhalli family.,"The context does not mention Thomas Ravanhalli or confirm his role as the head of the Ravanhalli family. It refers to Marcus as the uncle and the key's owner, but no information about Thomas is provided. Thus, the answer is: **The context does not contain enough information to confirm Thomas Ravanhalli as the head of the Ravanhalli family.**",qwen3:1.7b,True,Unknown.pdf,vector,11557.54,1219,85,1304,True,NVIDIA GeForce RTX 3050 Laptop GPU,3246.0,4096.0,79.25,11.0,14.45,23.16,62.41,2026-03-18T14:55:10.532386
52,14.64,52. The first bridge was created in 1664.,"The first bridge was created in 1664, as explicitly stated in the context.",qwen3:1.7b,True,Unknown.pdf,vector,5565.89,1220,18,1238,True,NVIDIA GeForce RTX 3050 Laptop GPU,3246.0,4096.0,79.25,12.0,14.42,23.16,62.26,2026-03-18T14:55:16.124223
53,14.64,53. Aditi was Thomas Ravanhalli's daughter.,"The context does not provide any information about Aditi or her relationship to Thomas Ravanhalli. Therefore, it is insufficient to confirm whether Aditi was Thomas Ravanhalli's daughter.",qwen3:1.7b,True,Unknown.pdf,vector,9400.84,1215,46,1261,True,NVIDIA GeForce RTX 3050 Laptop GPU,3246.0,4096.0,79.25,11.0,14.44,23.16,62.35,2026-03-18T14:55:25.549918
54,14.64,54. Captain Hari died before Aisha's final confrontation with the creature.,"The context does not explicitly state whether Captain Hari died before Aisha's final confrontation with the creature. It only mentions his appearance in a hidden passage and his role as a witness to Aisha's grandmother's attempt to end the cycle, but there is no direct information about his death. Thus, the answer is that the context does not contain enough information to confirm this.",qwen3:1.7b,True,Unknown.pdf,vector,8687.82,1232,97,1329,True,NVIDIA GeForce RTX 3050 Laptop GPU,3246.0,4096.0,79.25,11.0,14.41,23.16,62.22,2026-03-18T14:55:34.262638
55,14.64,55. The Watcher was destroyed at the end of the story.,"The context does not explicitly state that the Watcher was destroyed. It describes the creature dissolving into nothing but refers to the Watcher as a collective consciousness existing between moments. Thus, the answer is: **The context does not mention the Watcher being destroyed; it refers to the creature's dissolution instead.**",qwen3:1.7b,True,Unknown.pdf,vector,9547.82,1230,83,1313,True,NVIDIA GeForce RTX 3050 Laptop GPU,3246.0,4096.0,79.25,14.0,14.53,23.16,62.72,2026-03-18T14:55:43.836651
56,14.64,56. The train pulled into __________ Station in October mist.,The train pulled into **Kodalipur** Station in October mist.,qwen3:1.7b,True,Unknown.pdf,vector,5732.69,1219,15,1234,True,NVIDIA GeForce RTX 3050 Laptop GPU,3246.0,4096.0,79.25,14.0,14.53,23.16,62.76,2026-03-18T14:55:49.596236
57,14.64,57. Aisha is a __________ from Bombay.,"The context does not provide any information about Aisha's origin or connection to Bombay. Therefore, the answer is: **Not enough information**.",qwen3:1.7b,True,Unknown.pdf,vector,8075.82,1263,36,1299,True,NVIDIA GeForce RTX 3050 Laptop GPU,3246.0,4096.0,79.25,11.0,14.71,23.16,63.54,2026-03-18T14:55:57.693533
58,14.64,58. The Seven chairs were arranged in a __________ chamber.,"The seven chairs were arranged in a **circular** chamber. 

Context states: ""a circular chamber with seven chairs and a stone altar.""",qwen3:1.7b,True,Unknown.pdf,vector,5271.88,1234,33,1267,True,NVIDIA GeForce RTX 3050 Laptop GPU,3246.0,4096.0,79.25,11.0,14.64,23.16,63.22,2026-03-18T14:56:02.989208
59,14.64,59. Captain Hari was found in the village __________.,The answer is: village tavern.,qwen3:1.7b,True,Unknown.pdf,vector,5159.85,1223,7,1230,True,NVIDIA GeForce RTX 3050 Laptop GPU,3246.0,4096.0,79.25,11.0,14.54,23.16,62.77,2026-03-18T14:56:08.175675
60,14.64,60. The key was hidden inside Aisha's __________.,"The key was hidden inside Aisha's **door**. 

Context indicates the key was concealed within the frame of the door, which opened to reveal the ""between"" space. Thus, the answer is the door.",qwen3:1.7b,True,Unknown.pdf,vector,14447.03,1162,47,1209,True,NVIDIA GeForce RTX 3050 Laptop GPU,3246.0,4096.0,79.25,11.0,14.55,23.16,62.81,2026-03-18T14:56:22.646227
61,14.64,61. The mirror's surface was black as __________.,"The context does not specify the color of the mirror's surface. It only describes the mirror as ""dark and twisted"" and mentions its cracks and shattering, but does not provide a definitive answer about its color.",qwen3:1.7b,True,Unknown.pdf,vector,12525.75,1209,53,1262,True,NVIDIA GeForce RTX 3050 Laptop GPU,3246.0,4096.0,79.25,11.0,14.47,23.16,62.46,2026-03-18T14:56:35.196818
62,14.64,62. Aditi whispered that someone was inside __________.,"The blank is filled with ""me."" Aditi whispered that someone (Holloway) was inside her.  

Answer: **me**",qwen3:1.7b,True,Unknown.pdf,vector,7162.31,1227,26,1253,True,NVIDIA GeForce RTX 3050 Laptop GPU,3246.0,4096.0,79.25,14.0,14.43,23.16,62.32,2026-03-18T14:56:42.385509
63,14.64,63. The Watcher existed in the space __________.,The Watcher existed in the space **between moments**.,qwen3:1.7b,True,Unknown.pdf,vector,3824.77,1229,13,1242,True,NVIDIA GeForce RTX 3050 Laptop GPU,3246.0,4096.0,79.25,12.0,14.42,23.16,62.26,2026-03-18T14:56:46.234432
