query_number,indexing_time_seconds,query_passed,answer_returned,model_name,is_reasoning_model,context_file,method_used,inference_time_ms,input_tokens,output_tokens,total_tokens,gpu_available,gpu_name,gpu_memory_used_mb,gpu_memory_total_mb,gpu_memory_percent,gpu_utilization_percent,ram_used_gb,ram_total_gb,ram_percent,timestamp
24,11.93,24. How did Captain Hari describe what happened to the seven people in 1894?,"Captain Hari described the seven people as those who vanished from Kodalipur in September 1894, going through a chamber with seven chairs. The Ravanhalli family was part of a trade that lasted generations, exchanging seven lives every thirty years to maintain The Watcher's satisfaction.",deepseek-r1:1.5b,True,Unknown.pdf,vector,10636.85,1229,71,1300,True,NVIDIA GeForce RTX 3050 Laptop GPU,970.0,4096.0,23.68,0.0,14.47,23.16,62.49,2026-03-18T15:17:32.741846
25,11.93,25. What was the photograph in Marcus's journal showing?,"The photograph in Marcus's journal depicts Aisha holding a photograph against the box's lock, showing her mother standing before Ravanhalli Manor.

Answer: The photograph shows Aisha holding a photograph against the box's lock, depicting her mother standing at Ravanhalli Manor.",deepseek-r1:1.5b,True,Unknown.pdf,vector,9106.77,1267,69,1336,True,NVIDIA GeForce RTX 3050 Laptop GPU,970.0,4096.0,23.68,0.0,14.47,23.16,62.5,2026-03-18T15:17:41.870444
26,11.93,"26. What did Aisha's mother tell her about ""the between""?","Aisha's mother told her that both she and Sunita were bound by blood before being bound by love, warning them about Ravanhallis marries not being allowed but creating Aisha, leading to the creation of the final bridge.

Answer: Aisha's mother told her that both she and Sunita were bound by blood before being bound by love.",deepseek-r1:1.5b,True,Unknown.pdf,vector,12968.11,1216,81,1297,True,NVIDIA GeForce RTX 3050 Laptop GPU,970.0,4096.0,23.68,0.0,14.52,23.16,62.71,2026-03-18T15:17:54.858927
27,11.93,27. What did Aisha need to do to become the lock-keeper?,"Aisha needed to press the iron key into her palm to become the lock-keeper.

Answer: Aisha needed to press the iron key into her palm to become the lock-keeper.",deepseek-r1:1.5b,True,Unknown.pdf,vector,9744.48,1164,40,1204,True,NVIDIA GeForce RTX 3050 Laptop GPU,970.0,4096.0,23.68,0.0,14.53,23.16,62.72,2026-03-18T15:18:04.626059
28,11.93,28. What warning was written inside Aisha's locket?,The warning written inside Aisha's locket is about stopping a dark and twisted thing.,deepseek-r1:1.5b,True,Unknown.pdf,vector,7938.64,1209,21,1230,True,NVIDIA GeForce RTX 3050 Laptop GPU,970.0,4096.0,23.68,0.0,14.53,23.16,62.73,2026-03-18T15:18:12.587511
29,11.93,29. How did The Watcher describe itself to Aisha?,The context does not provide any information about how The Watcher described himself to Aisha.,deepseek-r1:1.5b,True,Unknown.pdf,vector,10609.01,1214,23,1237,True,NVIDIA GeForce RTX 3050 Laptop GPU,970.0,4096.0,23.68,0.0,14.56,23.16,62.88,2026-03-18T15:18:23.217633
30,11.93,30. What did Meera Desai try to do with The Watcher?,"Meera Desai attempted to free herself from The Watcher by seeking Aisha's help and understanding his true nature, ultimately protecting herself and others from his control.

Answer: Meera Desai tried to free herself from The Watcher by seeking Aisha's help and understanding his true nature, ultimately protecting herself and others from his control.",deepseek-r1:1.5b,True,Unknown.pdf,vector,14497.82,1245,87,1332,True,NVIDIA GeForce RTX 3050 Laptop GPU,970.0,4096.0,23.68,0.0,14.52,23.16,62.7,2026-03-18T15:18:37.741379
31,11.93,31. What was written in the note Aditi gave Aisha?,"The context provided does not mention any notes from Aditi. Therefore, there is no information about what was written in the note Aditi gave Aisha.

Answer: The context does not provide any details on the note Aditi gave Aisha.",deepseek-r1:1.5b,True,Unknown.pdf,vector,8449.77,1214,56,1270,True,NVIDIA GeForce RTX 3050 Laptop GPU,970.0,4096.0,23.68,0.0,14.49,23.16,62.56,2026-03-18T15:18:46.211686
32,11.93,32. What did Aisha find in her grandmother's journal about The Watcher?,"Aisha found information about The Watcher in two different parts of Marcus's research in his grandmother's journal.

Answer: In Part 1 and another part of Chapter 9, Aisha found information about The Watcher in her grandmother's journal.",deepseek-r1:1.5b,True,Unknown.pdf,vector,15038.01,1219,59,1278,True,NVIDIA GeForce RTX 3050 Laptop GPU,970.0,4096.0,23.68,0.0,14.5,23.16,62.61,2026-03-18T15:19:01.271854
33,11.93,33. How long had Captain Hari been waiting for the mist to lift?,"Captain Hari wasn't waiting for the mist to lift based on the provided context. The text mentions his arrival and the seven people vanishing but doesn't detail any waiting period related to the bridge or the passage of time.

Answer: The context does not provide information about how long Captain Hari was waiting for the mist to lift.",deepseek-r1:1.5b,True,Unknown.pdf,vector,12937.97,1226,84,1310,True,NVIDIA GeForce RTX 3050 Laptop GPU,970.0,4096.0,23.68,0.0,14.54,23.16,62.78,2026-03-18T15:19:14.231494
34,11.93,34. What did The Watcher want from humanity according to Sunita?,"The Watcher wanted Sunita to escape her family's marriage and create him.

Answer:  
The Watcher wanted Sunita to escape her family's marriage and create him.",deepseek-r1:1.5b,True,Unknown.pdf,vector,9191.47,1218,39,1257,True,NVIDIA GeForce RTX 3050 Laptop GPU,970.0,4096.0,23.68,0.0,14.52,23.16,62.71,2026-03-18T15:19:23.445576
35,11.93,35. What happened to Meera Desai after she tried to control The Watcher?,"Meera Desai was able to release The Watcher after attempting to control it, allowing her peace with Aditi.

Answer: After trying to control The Watcher, Meera successfully released it and remained at peace with Aditi.",deepseek-r1:1.5b,True,Unknown.pdf,vector,7665.86,1250,54,1304,True,NVIDIA GeForce RTX 3050 Laptop GPU,970.0,4096.0,23.68,0.0,14.53,23.16,62.75,2026-03-18T15:19:31.133209
36,11.93,36. What did Captain Hari carry with him when he emerged from the hidden passage?,"Captain Hari carried a journal, a silver bell, and a photograph of Unita's mother with him.",deepseek-r1:1.5b,True,Unknown.pdf,vector,7286.58,1234,22,1256,True,NVIDIA GeForce RTX 3050 Laptop GPU,970.0,4096.0,23.68,0.0,14.55,23.16,62.82,2026-03-18T15:19:38.439474
37,11.93,37. What did Aisha see in the mirror when it opened like a door?,"Aisha saw her own reflection in the mirror opening like a door, symbolizing their shared journey and creation through Marcus's research.

Answer: Aisha saw her own reflection in the mirror opening like a door, symbolizing their shared journey and creation through Marcus's research.",deepseek-r1:1.5b,True,Unknown.pdf,vector,11472.06,1218,70,1288,True,NVIDIA GeForce RTX 3050 Laptop GPU,970.0,4096.0,23.68,0.0,14.53,23.16,62.72,2026-03-18T15:19:49.935216
38,11.93,38. How did the mist finally lift from Kodalipur?,"The mist finally lifted from Kodalipur when Dr. Aisha Sharma was summoned to collect the deceased man, indicated by the message ""come before the mist of Kartik.""

Answer: The mist finally lifted because Dr. Aisha was summoned to collect the deceased man, as indicated by the message ""come before the mist of Kartik.""",deepseek-r1:1.5b,True,Unknown.pdf,vector,11728.16,1216,79,1295,True,NVIDIA GeForce RTX 3050 Laptop GPU,970.0,4096.0,23.68,0.0,14.53,23.16,62.76,2026-03-18T15:20:01.685602
39,11.93,39. What was Sunita's relationship to the original seven who vanished?,"Sunita was one of the original seven characters who vanished, known as the Ravanhalis.

Answer: Sunita was one of the original seven characters who vanished, known as the Ravanhalis.",deepseek-r1:1.5b,True,Unknown.pdf,vector,9958.19,1219,45,1264,True,NVIDIA GeForce RTX 3050 Laptop GPU,970.0,4096.0,23.68,0.0,14.54,23.16,62.77,2026-03-18T15:20:11.664468
40,11.93,40. What lesson did Aisha learn at the end of the story?,"Aisha learned that despite being bound by blood before marriage, they created a new bridge allowing them to coexist harmoniously.

Answer: Aisha learns that even though she was once tied by blood, the creation of a bridge allowed them to live happily together.",deepseek-r1:1.5b,True,Unknown.pdf,vector,7742.24,1216,65,1281,True,NVIDIA GeForce RTX 3050 Laptop GPU,970.0,4096.0,23.68,0.0,14.53,23.16,62.76,2026-03-18T15:20:19.428992
41,11.93,41. Dr. Aisha Sharma was summoned to Kodalipur by her uncle Marcus.,"Dr. Aisha Sharma was summoned to Kodalipur by her uncle Marcus. However, the context does not provide specific information about where she was summoned or any details about Marcus.",deepseek-r1:1.5b,True,Unknown.pdf,vector,5504.56,1221,45,1266,True,NVIDIA GeForce RTX 3050 Laptop GPU,970.0,4096.0,23.68,0.0,14.53,23.16,62.75,2026-03-18T15:20:24.955007
42,11.93,42. The Seven vanished in the year 1894 from Kodalipur.,"The context does not provide any information about when the Seven vanished from Kodalipur in 1894.

Answer: The context does not mention the year 1894 for the Seven vanishing from Kodalipur.",deepseek-r1:1.5b,True,Unknown.pdf,vector,9944.75,1218,47,1265,True,NVIDIA GeForce RTX 3050 Laptop GPU,970.0,4096.0,23.68,0.0,14.64,23.16,63.21,2026-03-18T15:20:34.919745
43,11.93,"43. Marcus was actually Aisha's father, not her uncle.","Marcus was not Aisha's father; he was her uncle.

Answer: Marcus was not Aisha's father; he was her uncle.",deepseek-r1:1.5b,True,Unknown.pdf,vector,9921.75,1267,26,1293,True,NVIDIA GeForce RTX 3050 Laptop GPU,970.0,4096.0,23.68,0.0,14.55,23.16,62.82,2026-03-18T15:20:44.861995
44,11.93,44. Aditi Ravanhalli became the lock-keeper of the chamber.,"Aditi Ravanhalli became the lock-keeper of the chamber, ensuring that the doors were properly secured to maintain order and security within the building.

Answer: Aditi Ravanhalli was the lock-keeper of the chamber beneath Ravanhalli Manor, securing the doors to keep them locked.",deepseek-r1:1.5b,True,Unknown.pdf,vector,8908.92,1234,70,1304,True,NVIDIA GeForce RTX 3050 Laptop GPU,970.0,4096.0,23.68,0.0,14.52,23.16,62.7,2026-03-18T15:20:53.792060
45,11.93,45. The Watcher was described as a demon in the story.,The context does not explicitly describe the Watcher as a demon but rather focuses on their role as a guardian and the use of symbols like the locket and mirror for communication.,deepseek-r1:1.5b,True,Unknown.pdf,vector,11279.26,1210,44,1254,True,NVIDIA GeForce RTX 3050 Laptop GPU,970.0,4096.0,23.68,0.0,14.24,23.16,61.48,2026-03-18T15:21:05.091217
46,11.93,46. Meera Desai succeeded in controlling The Watcher.,"The context does not provide evidence of Meera Desai successfully controlling the Watcher.

Answer: The context does not explicitly mention Meera Desai's success in controlling the Watcher.",deepseek-r1:1.5b,True,Unknown.pdf,vector,11731.66,1245,47,1292,True,NVIDIA GeForce RTX 3050 Laptop GPU,970.0,4096.0,23.68,0.0,14.22,23.16,61.42,2026-03-18T15:21:16.844883
47,11.93,47. Captain Hari Prakash was a survivor of the 1894 events.,"Captain Hari Prakash was a survivor of the 1894 events described in the context. He was part of the group that followed the Ravanthali family's seven-life agreement, which allowed them to survive despite their disappearance over a single week.",deepseek-r1:1.5b,True,Unknown.pdf,vector,11078.22,1225,60,1285,True,NVIDIA GeForce RTX 3050 Laptop GPU,970.0,4096.0,23.68,0.0,14.23,23.16,61.45,2026-03-18T15:21:27.944694
48,11.93,48. The obsidian mirror was located on a stone altar in the chamber.,The context does not provide specific information about the obsidian mirror being located on a stone altar in the chamber.,deepseek-r1:1.5b,True,Unknown.pdf,vector,8860.93,1213,30,1243,True,NVIDIA GeForce RTX 3050 Laptop GPU,970.0,4096.0,23.68,0.0,14.23,23.16,61.43,2026-03-18T15:21:36.828941
49,11.93,"49. Aisha's mother Sunita was pregnant when she entered ""the between"".","The context does not provide any information about Sunita being pregnant when she entered ""the between.""",deepseek-r1:1.5b,True,Unknown.pdf,vector,12366.52,1219,26,1245,True,NVIDIA GeForce RTX 3050 Laptop GPU,970.0,4096.0,23.68,0.0,14.22,23.16,61.4,2026-03-18T15:21:49.218329
50,11.93,50. The creature that escaped was older than The Watcher.,"The creature that escaped was The Watcher, who was older than Aisha and existed as a collective consciousness existing in the space between moments.

Answer: The creature that escaped was The Watcher, who was older than Aisha.",deepseek-r1:1.5b,True,Unknown.pdf,vector,12128.95,1231,56,1287,True,NVIDIA GeForce RTX 3050 Laptop GPU,970.0,4096.0,23.68,0.0,14.24,23.16,61.49,2026-03-18T15:22:01.371190
51,11.93,51. Thomas Ravanhalli was the head of the Ravanhalli family.,"The context does not provide specific information about Thomas Ravanhalli. It only mentions a letter from a dead man and a carriage lantern glow during the journey.

Answer: The context does not provide any direct information about Thomas Ravanhalli, as it only mentions him indirectly through the letter addressed to Dr. Aisha Sharma.",deepseek-r1:1.5b,True,Unknown.pdf,vector,8796.27,1219,83,1302,True,NVIDIA GeForce RTX 3050 Laptop GPU,970.0,4096.0,23.68,0.0,14.24,23.16,61.48,2026-03-18T15:22:10.186795
52,11.93,52. The first bridge was created in 1664.,The first bridge was created in 1664.,deepseek-r1:1.5b,True,Unknown.pdf,vector,6684.59,1220,9,1229,True,NVIDIA GeForce RTX 3050 Laptop GPU,970.0,4096.0,23.68,0.0,14.34,23.16,61.9,2026-03-18T15:22:16.896089
53,11.93,53. Aditi was Thomas Ravanhalli's daughter.,"The context does not provide information about Aditi being Thomas Ravanhalli's daughter. It focuses on Aisha Sharma's journey and interactions with Thomas Ravanhalli, but no personal relationships are mentioned.

Answer: The context does not contain enough information to conclude that Aditi is Thomas Ravanhalli's daughter.",deepseek-r1:1.5b,True,Unknown.pdf,vector,10293.12,1215,81,1296,True,NVIDIA GeForce RTX 3050 Laptop GPU,970.0,4096.0,23.68,0.0,14.32,23.16,61.84,2026-03-18T15:22:27.211856
54,11.93,54. Captain Hari died before Aisha's final confrontation with the creature.,"The context does not provide specific information about Captain Hari's death relative to Aisha's final confrontation. The death of Captain Hari is mentioned in Chapter 13 as part of his emergence from a passage, while the final confrontation with the entity occurs in Chapter 14. Therefore, there is insufficient data to determine when Captain Hari died before Aisha's final confrontation.

Answer: There is no information provided about Captain Hari's death relative to Aisha's final confrontation.",deepseek-r1:1.5b,True,Unknown.pdf,vector,20771.96,1232,124,1356,True,NVIDIA GeForce RTX 3050 Laptop GPU,970.0,4096.0,23.68,0.0,14.31,23.16,61.77,2026-03-18T15:22:48.010848
55,11.93,55. The Watcher was destroyed at the end of the story.,"The Watcher was destroyed during Aisha's training with Aditi and the new guardians after three additional days, following their emotional struggle to understand humanity.

Answer: The Watcher was destroyed during Aisha's training with Aditi and the new guardians after three additional days.",deepseek-r1:1.5b,True,Unknown.pdf,vector,10400.65,1230,72,1302,True,NVIDIA GeForce RTX 3050 Laptop GPU,970.0,4096.0,23.68,0.0,14.31,23.16,61.8,2026-03-18T15:22:58.434345
56,11.93,56. The train pulled into __________ Station in October mist.,The train pulled into Kodalipur Station in October mist.,deepseek-r1:1.5b,True,Unknown.pdf,vector,8595.25,1219,14,1233,True,NVIDIA GeForce RTX 3050 Laptop GPU,970.0,4096.0,23.68,0.0,14.3,23.16,61.75,2026-03-18T15:23:07.052931
57,11.93,57. Aisha is a __________ from Bombay.,"Aisha was born in Bombay because her mother was pregnant at Ravanhalli Manor, which is located there.

Answer: Aisha is a **Bomban** from Bombay.",deepseek-r1:1.5b,True,Unknown.pdf,vector,9236.57,1263,36,1299,True,NVIDIA GeForce RTX 3050 Laptop GPU,970.0,4096.0,23.68,0.0,14.3,23.16,61.73,2026-03-18T15:23:16.311145
58,11.93,58. The Seven chairs were arranged in a __________ chamber.,"The Seven chairs were arranged in a circular chamber beneath a door leading into darkness.

Answer: The Seven chairs were arranged in a circular chamber beneath a door leading into darkness.",deepseek-r1:1.5b,True,Unknown.pdf,vector,6593.71,1234,47,1281,True,NVIDIA GeForce RTX 3050 Laptop GPU,970.0,4096.0,23.68,0.0,14.3,23.16,61.74,2026-03-18T15:23:22.926868
59,11.93,59. Captain Hari was found in the village __________.,Captain Hari was found in the village tavern.,deepseek-r1:1.5b,True,Unknown.pdf,vector,6103.04,1223,11,1234,True,NVIDIA GeForce RTX 3050 Laptop GPU,970.0,4096.0,23.68,0.0,14.3,23.16,61.74,2026-03-18T15:23:29.053139
60,11.93,60. The key was hidden inside Aisha's __________.,The key was hidden inside the chamber where Aisha and Aditi were found.,deepseek-r1:1.5b,True,Unknown.pdf,vector,12374.71,1162,17,1179,True,NVIDIA GeForce RTX 3050 Laptop GPU,970.0,4096.0,23.68,0.0,14.31,23.16,61.81,2026-03-18T15:23:41.449800
61,11.93,61. The mirror's surface was black as __________.,The mirror's surface was black as angry.,deepseek-r1:1.5b,True,Unknown.pdf,vector,19291.1,1209,10,1219,True,NVIDIA GeForce RTX 3050 Laptop GPU,970.0,4096.0,23.68,0.0,14.25,23.16,61.52,2026-03-18T15:24:00.768971
62,11.93,62. Aditi whispered that someone was inside __________.,The context does not provide specific details about where someone was inside a particular location.,deepseek-r1:1.5b,True,Unknown.pdf,vector,9139.46,1227,24,1251,True,NVIDIA GeForce RTX 3050 Laptop GPU,970.0,4096.0,23.68,0.0,14.25,23.16,61.53,2026-03-18T15:24:09.931304
63,11.93,63. The Watcher existed in the space __________.,"The Watcher existed in the space between moments.

Answer: The Watcher existed in the space between moments.",deepseek-r1:1.5b,True,Unknown.pdf,vector,6468.83,1229,27,1256,True,NVIDIA GeForce RTX 3050 Laptop GPU,970.0,4096.0,23.68,0.0,14.24,23.16,61.49,2026-03-18T15:24:16.421604
64,11.93,64. Captain Hari carried a silver __________.,"Captain Hari carried a photo, specifically his mother's, but there is no indication that he was carrying a silver item.

Answer: The context does not provide any information about Captain Hari carrying a silver item.",deepseek-r1:1.5b,True,Unknown.pdf,vector,12764.94,1221,54,1275,True,NVIDIA GeForce RTX 3050 Laptop GPU,970.0,4096.0,23.68,0.0,14.24,23.16,61.51,2026-03-18T15:24:29.207401
65,11.93,65. The letter was sealed with the __________ family seal.,The letter was sealed with the **Ravanhalli family seal**.,deepseek-r1:1.5b,True,Unknown.pdf,vector,5259.88,1218,14,1232,True,NVIDIA GeForce RTX 3050 Laptop GPU,970.0,4096.0,23.68,0.0,14.26,23.16,61.56,2026-03-18T15:24:34.490450
66,11.93,66. Did Aisha know Marcus was her father before reading the journal?,"Aisha did not know Marcus as her father from the provided context.

Answer: No, the context does not provide information about Aisha knowing Marcus as her father.",deepseek-r1:1.5b,True,Unknown.pdf,vector,10402.02,1270,40,1310,True,NVIDIA GeForce RTX 3050 Laptop GPU,970.0,4096.0,23.68,0.0,14.24,23.16,61.5,2026-03-18T15:24:44.913809
67,11.93,67. Was the door in the east wing supposed to be locked?,"The door in the east wing was not locked but was part of a functional system where Aisha could interact with others through the mirror, suggesting it was open for exploration.

Answer: Yes, the door was not locked. It was part of a system allowing access to other entities or spaces within Kodalipur.",deepseek-r1:1.5b,True,Unknown.pdf,vector,14179.67,1164,75,1239,True,NVIDIA GeForce RTX 3050 Laptop GPU,970.0,4096.0,23.68,0.0,14.24,23.16,61.51,2026-03-18T15:24:59.116092
